hour_of_year,timestamp,date,month,weekday,weekday_number,hour,equivalent_day,dtu_profile_value,load_mw,energy_mwh,cumulative_energy_mwh,source_method
122,2023-01-06 01:00:00,2023-01-06,1,Friday,5,1,5,69.13968750000001,29.18989253981719,29.18989253981719,3972.918496120409,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
123,2023-01-06 02:00:00,2023-01-06,1,Friday,5,2,5,71.90527500000002,30.357488241409882,30.357488241409882,4003.275984361819,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
124,2023-01-06 03:00:00,2023-01-06,1,Friday,5,3,5,73.74900000000001,31.135885375805,31.135885375805,4034.4118697376243,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
125,2023-01-06 04:00:00,2023-01-06,1,Friday,5,4,5,76.5145875,32.303481077397684,32.303481077397684,4066.715350815022,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
126,2023-01-06 05:00:00,2023-01-06,1,Friday,5,5,5,79.28017500000001,33.47107677899038,33.47107677899038,4100.1864275940125,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
127,2023-01-06 06:00:00,2023-01-06,1,Friday,5,6,5,82.04576250000001,34.63867248058306,34.63867248058306,4134.825100074596,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
128,2023-01-06 07:00:00,2023-01-06,1,Friday,5,7,5,82.96762500000001,35.02787104778063,35.02787104778063,4169.852971122376,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
129,2023-01-06 08:00:00,2023-01-06,1,Friday,5,8,5,84.81135000000002,35.80626818217576,35.80626818217576,4205.659239304552,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
130,2023-01-06 09:00:00,2023-01-06,1,Friday,5,9,5,87.57693750000001,36.97386388376844,36.97386388376844,4242.63310318832,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
131,2023-01-06 10:00:00,2023-01-06,1,Friday,5,10,5,86.65507500000001,36.584665316570884,36.584665316570884,4279.217768504891,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
132,2023-01-06 11:00:00,2023-01-06,1,Friday,5,11,5,88.49880000000002,37.363062450966005,37.363062450966005,4316.580830955857,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
133,2023-01-06 12:00:00,2023-01-06,1,Friday,5,12,5,88.49880000000002,37.363062450966005,37.363062450966005,4353.943893406823,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
134,2023-01-06 13:00:00,2023-01-06,1,Friday,5,13,5,86.65507500000001,36.584665316570884,36.584665316570884,4390.528558723394,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
135,2023-01-06 14:00:00,2023-01-06,1,Friday,5,14,5,82.96762500000001,35.02787104778063,35.02787104778063,4425.556429771174,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
136,2023-01-06 15:00:00,2023-01-06,1,Friday,5,15,5,82.96762500000001,35.02787104778063,35.02787104778063,4460.584300818955,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
137,2023-01-06 16:00:00,2023-01-06,1,Friday,5,16,5,85.73321250000001,36.19546674937332,36.19546674937332,4496.779767568329,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
138,2023-01-06 17:00:00,2023-01-06,1,Friday,5,17,5,88.49880000000002,37.363062450966005,37.363062450966005,4534.142830019295,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
139,2023-01-06 18:00:00,2023-01-06,1,Friday,5,18,5,92.18625000000003,38.91985671975626,38.91985671975626,4573.062686739051,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
140,2023-01-06 19:00:00,2023-01-06,1,Friday,5,19,5,92.18625000000003,38.91985671975626,38.91985671975626,4611.982543458807,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
141,2023-01-06 20:00:00,2023-01-06,1,Friday,5,20,5,91.26438750000003,38.5306581525587,38.5306581525587,4650.513201611366,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
142,2023-01-06 21:00:00,2023-01-06,1,Friday,5,21,5,86.65507500000001,36.584665316570884,36.584665316570884,4687.097866927937,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
143,2023-01-06 22:00:00,2023-01-06,1,Friday,5,22,5,77.43645000000001,32.69267964459525,32.69267964459525,4719.790546572532,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
144,2023-01-06 23:00:00,2023-01-06,1,Friday,5,23,5,76.5145875,32.303481077397684,32.303481077397684,4752.09402764993,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
145,2023-01-07 00:00:00,2023-01-07,1,Saturday,6,0,6,51.94198800000001,21.929243576990046,21.929243576990046,4774.02327122692,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
146,2023-01-07 01:00:00,2023-01-07,1,Saturday,6,1,6,48.69561375000001,20.558665853428167,20.558665853428167,4794.581937080348,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
147,2023-01-07 02:00:00,2023-01-07,1,Saturday,6,2,6,50.64343830000001,21.381012487565297,21.381012487565297,4815.962949567914,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
148,2023-01-07 03:00:00,2023-01-07,1,Saturday,6,3,6,51.94198800000001,21.929243576990046,21.929243576990046,4837.892193144904,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
149,2023-01-07 04:00:00,2023-01-07,1,Saturday,6,4,6,53.88981255000001,22.751590211127173,22.751590211127173,4860.643783356031,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
150,2023-01-07 05:00:00,2023-01-07,1,Saturday,6,5,6,55.837637100000016,23.573936845264303,23.573936845264303,4884.217720201295,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
151,2023-01-07 06:00:00,2023-01-07,1,Saturday,6,6,6,57.78546165000001,24.396283479401426,24.396283479401426,4908.614003680696,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
152,2023-01-07 07:00:00,2023-01-07,1,Saturday,6,7,6,58.434736500000014,24.670399024113806,24.670399024113806,4933.28440270481,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
153,2023-01-07 08:00:00,2023-01-07,1,Saturday,6,8,6,59.73328620000001,25.218630113538552,25.218630113538552,4958.503032818349,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
154,2023-01-07 09:00:00,2023-01-07,1,Saturday,6,9,6,61.68111075,26.04097674767568,26.04097674767568,4984.544009566025,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
155,2023-01-07 10:00:00,2023-01-07,1,Saturday,6,10,6,61.03183590000002,25.766861202963312,25.766861202963312,5010.310870768988,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
156,2023-01-07 11:00:00,2023-01-07,1,Saturday,6,11,6,62.330385600000014,26.31509229238806,26.31509229238806,5036.625963061376,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
157,2023-01-07 12:00:00,2023-01-07,1,Saturday,6,12,6,62.330385600000014,26.31509229238806,26.31509229238806,5062.941055353764,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
158,2023-01-07 13:00:00,2023-01-07,1,Saturday,6,13,6,61.03183590000002,25.766861202963312,25.766861202963312,5088.707916556727,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
159,2023-01-07 14:00:00,2023-01-07,1,Saturday,6,14,6,58.434736500000014,24.670399024113806,24.670399024113806,5113.3783155808405,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
160,2023-01-07 15:00:00,2023-01-07,1,Saturday,6,15,6,58.434736500000014,24.670399024113806,24.670399024113806,5138.0487146049545,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
161,2023-01-07 16:00:00,2023-01-07,1,Saturday,6,16,6,60.38256105000001,25.49274565825093,25.49274565825093,5163.541460263205,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
162,2023-01-07 17:00:00,2023-01-07,1,Saturday,6,17,6,62.330385600000014,26.31509229238806,26.31509229238806,5189.856552555593,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
163,2023-01-07 18:00:00,2023-01-07,1,Saturday,6,18,6,64.927485,27.411554471237558,27.411554471237558,5217.268107026831,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
164,2023-01-07 19:00:00,2023-01-07,1,Saturday,6,19,6,64.927485,27.411554471237558,27.411554471237558,5244.6796614980685,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
165,2023-01-07 20:00:00,2023-01-07,1,Saturday,6,20,6,64.27821015,27.13743892652518,27.13743892652518,5271.817100424593,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
166,2023-01-07 21:00:00,2023-01-07,1,Saturday,6,21,6,61.03183590000002,25.766861202963312,25.766861202963312,5297.583961627556,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
167,2023-01-07 22:00:00,2023-01-07,1,Saturday,6,22,6,54.53908740000002,23.025705755839557,23.025705755839557,5320.609667383395,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
168,2023-01-07 23:00:00,2023-01-07,1,Saturday,6,23,6,53.88981255000001,22.751590211127173,22.751590211127173,5343.361257594523,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
169,2023-01-08 00:00:00,2023-01-08,1,Sunday,7,0,7,50.30816400000001,21.239463962510676,21.239463962510676,5364.6007215570335,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
170,2023-01-08 01:00:00,2023-01-08,1,Sunday,7,1,7,47.16390375000001,19.91199746485376,19.91199746485376,5384.512719021887,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
171,2023-01-08 02:00:00,2023-01-08,1,Sunday,7,2,7,49.050459900000014,20.70847736344791,20.70847736344791,5405.221196385335,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
172,2023-01-08 03:00:00,2023-01-08,1,Sunday,7,3,7,50.30816400000001,21.239463962510676,21.239463962510676,5426.460660347846,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
173,2023-01-08 04:00:00,2023-01-08,1,Sunday,7,4,7,52.194720150000016,22.03594386110483,22.03594386110483,5448.496604208951,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
174,2023-01-08 05:00:00,2023-01-08,1,Sunday,7,5,7,54.08127630000001,22.83242375969898,22.83242375969898,5471.32902796865,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
175,2023-01-08 06:00:00,2023-01-08,1,Sunday,7,6,7,55.967832450000024,23.62890365829313,23.62890365829313,5494.957931626943,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
176,2023-01-08 07:00:00,2023-01-08,1,Sunday,7,7,7,56.59668450000001,23.89439695782451,23.89439695782451,5518.852328584768,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
177,2023-01-08 08:00:00,2023-01-08,1,Sunday,7,8,7,57.854388600000014,24.42538355688728,24.42538355688728,5543.277712141655,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
178,2023-01-08 09:00:00,2023-01-08,1,Sunday,7,9,7,59.74094475000001,25.221863455481426,25.221863455481426,5568.499575597136,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
179,2023-01-08 10:00:00,2023-01-08,1,Sunday,7,10,7,59.11209270000003,24.95637015595005,24.95637015595005,5593.455945753086,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
180,2023-01-08 11:00:00,2023-01-08,1,Sunday,7,11,7,60.369796800000024,25.487356755012815,25.487356755012815,5618.943302508099,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
181,2023-01-08 12:00:00,2023-01-08,1,Sunday,7,12,7,60.369796800000024,25.487356755012815,25.487356755012815,5644.430659263112,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
182,2023-01-08 13:00:00,2023-01-08,1,Sunday,7,13,7,59.11209270000003,24.95637015595005,24.95637015595005,5669.387029419062,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
183,2023-01-08 14:00:00,2023-01-08,1,Sunday,7,14,7,56.59668450000001,23.89439695782451,23.89439695782451,5693.281426376887,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
184,2023-01-08 15:00:00,2023-01-08,1,Sunday,7,15,7,56.59668450000001,23.89439695782451,23.89439695782451,5717.175823334712,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
185,2023-01-08 16:00:00,2023-01-08,1,Sunday,7,16,7,58.48324065000001,24.690876856418658,24.690876856418658,5741.866700191131,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
